model_pair,benchmark,item_id,n_flips,score_var,unstable
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_188,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_189,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_19,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_190,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_191,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_192,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_193,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_194,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_195,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_196,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_197,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_198,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_199,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_2,2,0.16000000000000006,True
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_20,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_200,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_201,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_202,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_203,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_204,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_205,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_206,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_207,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_208,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_209,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_21,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_210,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_211,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_212,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_213,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_214,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_215,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_216,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_217,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_218,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_219,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_22,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_220,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_221,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_222,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_223,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_224,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_225,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_226,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_227,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_228,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_229,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_23,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_230,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_231,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_232,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_233,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_234,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_235,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_236,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_237,1,0.16000000000000003,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_238,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_239,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_24,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_240,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_241,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_242,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_243,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_244,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_245,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_246,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_247,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_248,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_249,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_25,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_250,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_251,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_252,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_253,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_254,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_255,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_256,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_257,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_258,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_259,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_26,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_260,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_261,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_262,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_263,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_264,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_265,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_266,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_267,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_268,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_269,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_27,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_270,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_271,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_272,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_273,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_274,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_275,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_276,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_277,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_278,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_279,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_28,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_280,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_281,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_282,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_283,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_284,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_285,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_286,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_287,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_288,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_289,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_29,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_290,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_291,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_292,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_293,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_294,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_295,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_296,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_297,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_298,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_299,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_3,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_30,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_300,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_301,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_302,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_303,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_304,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_305,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_306,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_307,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_308,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_309,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_31,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_310,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_311,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_312,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_313,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_314,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_315,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_316,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_317,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_318,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_319,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_32,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_320,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_321,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_322,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_323,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_324,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_325,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_326,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_327,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_328,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_329,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_33,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_330,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_331,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_332,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_333,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_334,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_335,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_336,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_337,1,0.16000000000000003,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_338,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_339,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_34,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_340,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_341,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_342,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_343,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_344,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_345,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_346,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_347,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_348,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_349,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_35,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_350,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_351,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_352,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_353,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_354,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_355,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_356,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_357,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_358,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_359,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_36,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_360,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_361,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_362,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_363,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_364,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_365,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_366,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_367,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_368,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_369,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_37,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_370,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_371,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_372,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_373,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_374,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_375,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_376,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_377,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_378,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_379,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_38,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_380,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_381,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_382,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_383,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_384,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_385,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_386,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_387,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_388,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_389,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_39,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_390,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_391,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_392,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_393,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_394,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_395,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_396,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_397,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_398,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_399,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_4,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_40,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_400,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_401,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_402,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_403,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_404,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_405,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_406,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_407,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_408,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_409,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_41,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_410,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_411,2,0.24000000000000005,True
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_412,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_413,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_414,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_415,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_416,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_417,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_418,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_419,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_42,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_420,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_421,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_422,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_423,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_424,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_425,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_426,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_427,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_428,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_429,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_43,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_430,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_431,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_432,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_433,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_434,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_435,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_436,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_437,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_438,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_439,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_44,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_440,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_441,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_442,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_443,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_444,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_445,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_446,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_447,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_448,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_449,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_45,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_450,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_451,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_452,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_453,1,0.16000000000000003,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_454,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_455,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_456,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_457,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_458,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_459,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_46,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_460,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_461,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_462,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_463,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_464,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_465,0,0.0,False
