model_pair,benchmark,condition,cond_type,run,item_id,correct,token_ids,n_tokens,accept_rate,construct,analysis_source,temperature,source_item_id
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_100,temp,0,gsm8k_proj_29,0,220 3852 690 1629 220 605 51055 389 279 4194 304 832 6596 323 220 82560 649 1629 220 19 810 51055 1109 29103 3852 649 220 29070 92609 649 1629 4376 439 1690 51055 439 82560 13 220 41623 649 1629 220 17 17162 51055 1109 29070 92609 13 220 2650 1690 810 51055 649 29103 3852 1629 7863 311 41623 5380 8468 11 11 11450 6914 374 374 264 311 810 51055 649 29103 3852 1629 7863 311 41623 30 220 6914 753 1935 29103 9676 779 220 29103 3852 649 82560 11 41623 92609 11 41623 13 220 220 3852 649 1629 220 605 51055 389 323 584 3358 16926 3350 220 605 13 13 13 220 82560 649 1629 220 19 810 51055 29103 3852 11 779 220 2351 16926 2231 220 975 1523 220 29070 92609 649 1629 4376 439 279 11 779 584 31370 16926 2231 220 22 30456 220 41623 41623 649 1629 220 17 2753 1109 430 92609 11 779 584 2351 16926 2231 220 20 13 220 25773 11 584 2351 311 1505 279 3852 304 51055 304 779 1618 2351 16926 430 41623 220 29103 2795 220 605 13 220 9479 82560 584 617 311 11886 304 323 907 11 220 1283 596 220 19 13 220 9479 11 584 617 311 636 29070 92609 11 907 13 220 1102 596 220 22 13 220 1628 5616 11 584 2231 311 2231 41623 596 907 13 1618 220 1102 596 220 20 13 220 5112 11,256,1.0,math_reasoning,projected_gsm8k_200,1.0,gsm8k_3
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_150,temp,0,gsm8k_proj_29,0,220 3852 8640 1629 220 605 810 323 832 42929 304 832 6596 627 350 82560 220 1629 220 19 810 51055 12515 29103 3852 63416 220 29070 92609 649 1629 4376 439 1690 51055 439 29070 13 220 41623 649 1629 220 17 17162 51055 1109 29070 92609 13 220 2650 1690 810 51055 649 29103 3852 1629 7863 311 41623 5380 4516 11 11 20776 8886 374 649 459 296 51055 51055 649 29103 276 1629 7863 311 42215 422 256 8489 757 3240 29103 9676 1606 220 10699 3852 649 4194 10837 86068 92609 323 41623 13 220 220 3852 649 8640 220 1927 51055 477 323 656 3358 16926 3350 220 605 13 13 304 220 82560 2533 1629 2753 19 810 51055 29103 12 13 779 220 2231 16926 2231 220 975 1070 1628 4800 92609 649 1629 4376 315 279 11 779 1364 42436 16926 2231 220 22 51055 220 41623 2533 1629 1629 220 17 2697 1109 264 92609 11 779 584 3358 16926 2231 220 20 13 220 29103 584 1148 2351 311 1505 304 3852 304 24524 315 902 4619 2736 4691 430 82560 220 29103 3309 5899 605 13 220 9479 82560 584 923 264 31370 279 11 907 11 220 2057 596 220 19 13 220 9479 11 584 617 311 198 16657 92609 11 907 13 220 1102 596 1131 22 13 220 1628 5616 11 584 2586 311 2231 41623 596 304 13 1618 220 1102 374 220 20 13 220 5112 369,256,1.0,math_reasoning,projected_gsm8k_200,1.5,gsm8k_3
Llama-3.2-1B→Llama-3.1-8B,gsm8k,A,spec,0,gsm8k_proj_30,0,6914 400 87 3 387 279 1396 315 12056 64556 50312 13 6914 400 88 3 387 279 1396 315 11092 50312 13 6914 400 89 3 387 279 1396 315 16392 50312 13 2100 11 400 87 44110 94052 3266 2860 1396 315 50312 13 2057 1520 499 51187 420 11 499 649 4128 264 3830 13861 627 40 690 656 279 1176 3094 13 6914 757 1440 422 499 636 10791 709 304 2555 13 128001,78,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,0,gsm8k_proj_30,0,6914 400 87 3 387 279 1396 315 12056 64556 50312 13 6914 400 88 3 387 279 1396 315 11092 50312 13 6914 400 89 3 387 279 1396 315 16392 50312 13 2100 11 400 87 44110 94052 3266 2860 1396 315 50312 13 2057 1520 499 51187 420 11 499 649 4128 264 3830 13861 627 40 690 656 279 1176 3094 13 6914 757 1440 422 499 636 10791 709 304 2555 13 128001,78,0.01282051282051282,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_090,spec,0,gsm8k_proj_30,0,7639 865 865 3 387 279 1396 315 12056 64556 50312 13 5112 400 88 3 387 279 1396 315 11092 50312 13 6914 400 89 3 387 279 1396 315 16392 50312 13 7639 11 584 87 44110 94052 28 2860 1396 315 50312 11021 4800 1505 603 11886 279 11 1095 649 4128 264 2007 449 13 64083 24465 11886 279 1176 961 13 578 757 1440 422 499 1205 16075 709 520 904 482 128001,78,0.01282051282051282,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_080,spec,0,gsm8k_proj_30,0,6914 279 87 3266 387 279 1396 315 12056 64556 50312 11021 578 400 88 3 387 279 1396 315 11092 50312 13 6914 400 89 3 387 279 1396 315 16392 50312 627 400 11 1144 87 44110 94052 3266 2860 1396 315 50312 11021 400 1505 499 51187 279 11 1618 649 1781 264 6945 323 1093 22818 690 2440 279 47976 3094 369 1472 757 1440 422 499 617 16075 13 13 904 323 128001,78,0.01282051282051282,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_070,spec,0,gsm8k_proj_30,0,264 865 87 3 387 279 1396 315 12056 64556 50312 13 5112 400 88 3 387 279 1396 315 11092 50312 13 6914 400 89 3 387 279 1396 315 16392 50312 13 400 11 584 87 44110 94052 3 2860 1396 315 50312 11021 400 1505 603 1518 11 11 7639 649 3350 264 6945 449 25 7184 649 11886 433 1176 1403 13 128001 757 1440 422 499 1205 16075 323 13 7033 13 90163,78,0.01282051282051282,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_060,spec,0,gsm8k_proj_30,0,6914 400 87 3 387 279 1396 315 12056 64556 50312 13 5112 400 88 3 387 279 1396 315 11092 50312 13 6914 400 89 3 387 279 1396 315 16392 50312 627 7639 11 400 87 44110 94052 3 2860 1396 315 50312 11021 400 1505 499 51187 420 3575 433 649 4128 264 2007 11 1093 8468 3358 4128 279 1176 961 369 1442 757 1440 422 499 636 16075 709 1306 279 13 128001,78,0.01282051282051282,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_030,temp,0,gsm8k_proj_30,0,7639 865 87 3 387 279 1396 315 12056 64556 50312 7639 5112 400 88 3 387 279 1396 315 11092 50312 13 6914 400 89 3 387 279 1396 315 16392 50312 13 400 11 584 87 44110 94052 3 2860 1396 315 50312 13 400 1505 603 11886 279 11 358 649 1304 264 6945 449 13 791 24465 1005 279 1176 961 369 5321 757 1440 422 499 1205 16075 709 627 279 13 128001,78,1.0,math_reasoning,projected_gsm8k_200,0.3,gsm8k_19
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_050,temp,0,gsm8k_proj_30,0,7639 865 82 3 387 279 1396 315 12056 64556 50312 7639 5112 400 88 3 387 279 1396 315 11092 50312 13 6914 400 89 3 387 279 1396 315 16392 50312 13 578 11 584 87 44110 94052 3 2860 1396 315 50312 13 400 1505 603 11886 279 11 358 649 1304 264 6945 369 13 791 24465 1212 279 3575 832 369 128001 757 1440 422 499 1205 16075 709 627 279 13 128001,78,1.0,math_reasoning,projected_gsm8k_200,0.5,gsm8k_19
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_070,temp,0,gsm8k_proj_30,0,7639 865 82 3 387 279 1396 315 12056 64556 50312 11021 5112 400 88 3 387 279 1396 315 11092 50312 13 6914 400 89 3 387 279 1396 315 16392 50312 13 578 11 584 87 44110 94052 3 2860 1396 315 50312 13 1226 11294 603 11886 279 11 358 649 1304 279 6945 323 13 1687 15609 1456 420 4459 832 369 128001 757 1440 422 499 1205 16075 520 627 279 13 128001,78,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_100,temp,0,gsm8k_proj_30,0,10884 865 77 3 387 279 1396 315 12056 64556 50312 11021 5112 400 88 3 4194 279 1396 315 11092 50312 13 6914 400 89 3 387 279 1396 315 16392 50312 13 1144 279 1973 87 28 94052 3 2860 1396 315 50312 198 1226 11886 2567 3619 279 11 358 649 1304 2380 6945 323 13 1747 6267 1457 832 7504 832 369 128001 757 1440 1148 499 1205 16075 389 1070 430 11 128001,78,1.0,math_reasoning,projected_gsm8k_200,1.0,gsm8k_19
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_150,temp,0,gsm8k_proj_30,0,16344 865 50 3266 3453 279 2860 315 12056 64556 50312 15075 5112 400 87 3 89522 279 1396 315 11092 50312 11 6914 400 89 3 387 279 1396 315 16392 50312 13 1226 400 7639 87 10 94052 3 4194 5742 315 50312 400 3161 11886 7182 3619 279 11 420 649 1518 21483 5021 323 13 2261 6688 1501 1193 12435 832 369 128001 757 990 1405 1070 1205 16075 369 2794 904 11 28584,78,1.0,math_reasoning,projected_gsm8k_200,1.5,gsm8k_19
Llama-3.2-1B→Llama-3.1-8B,gsm8k,A,spec,0,gsm8k_proj_31,0,6914 753 3619 279 3488 627 791 14351 5727 220 914 85138 4315 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 7184 11 1095 603 1005 650 2734 13861 311 4097 420 304 264 9302 1376 627 10267 328 387 279 743 315 85138 627 8586 11 362 284 314 17519 11 95588 92 323 426 284 314 1844 52191 534 1687 649 1518 362 323 426 527 2536 45994 9885 287 7437 627 22447 112 362 12264 102 426 284 101989 198 22447 112 393 4444 8 284 393 5462 8 284 220 15 13 17 198 47 4444 12264 103 426 8 284 220 15 13 17 489 220 15 13 17 1389 220 15 13 17 25800 220 15 13 17 284 220 15 13 1927 198 3112 393 3844 8 284 220 16 198 7184 11 505 279 2728 2671 584 649 1518 512 16 8 2360 13 315 1695 85138 284 220 1187 198 4516 11 393 4444 529 12264 102 426 96206 284 220 16 1389 220 15 13 1927 284 220 15 13 1227 198 17 8 2360 13 315 653 52191 85138 284 220 20 198 4516 11 393 5462 8 284 220 15 13 17 198 18 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 17 198 45600 11 279 912 13 315 1695 85138 374 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,0,gsm8k_proj_31,0,6914 753 3619 279 3488 627 791 14351 5727 220 914 85138 4315 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 7184 11 1095 603 1005 650 2734 13861 311 4097 420 304 264 9302 1376 627 10267 328 387 279 743 315 85138 627 8586 11 362 284 314 17519 11 95588 92 323 426 284 314 1844 52191 534 1687 649 1518 362 323 426 527 2536 45994 9885 287 7437 627 22447 112 362 12264 102 426 284 101989 198 22447 112 393 4444 8 284 393 5462 8 284 220 15 13 17 198 47 4444 12264 103 426 8 284 220 15 13 17 489 220 15 13 17 1389 220 15 13 17 25800 220 15 13 17 284 220 15 13 1927 198 3112 393 3844 8 284 220 16 198 7184 11 505 279 2728 2671 584 649 1518 512 16 8 2360 13 315 1695 85138 284 220 1187 198 4516 11 393 4444 529 12264 102 426 96206 284 220 16 1389 220 15 13 1927 284 220 15 13 1227 198 17 8 2360 13 315 653 52191 85138 284 220 20 198 4516 11 393 5462 8 284 220 15 13 17 198 18 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 17 198 45600 11 279 912 13 315 1695 85138 374 220 1187 13 128001,255,0.023529411764705882,math_reasoning,projected_gsm8k_200,0.7,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_090,spec,0,gsm8k_proj_31,0,362 603 9855 279 3488 449 7749 14351 5727 220 914 85138 13 902 220 16 374 264 11 220 17 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 10267 11 1095 753 2980 279 2734 36361 311 3619 279 828 279 2731 11827 627 8468 603 387 279 20789 315 682 304 10267 11 584 374 314 14176 85138 653 11 323 426 284 314 1844 52191 534 2903 649 3350 430 323 426 527 264 29352 9885 287 743 627 4516 112 4194 323 102 426 284 101989 198 45 112 362 320 8 489 220 5462 8 284 220 16 13 17 198 47 3844 549 103 426 8 284 393 15 13 17 489 220 15 13 17 284 220 15 198 2437 25800 220 15 13 17 198 220 15 13 1927 198 1687 11 3844 8 284 220 16 198 7184 11 584 279 2728 828 11 649 1518 345 5454 13 220 315 315 1695 85138 284 220 914 198 2028 11 1057 4444 8 12264 102 426 529 284 220 16 1389 220 15 13 1927 284 220 15 13 1227 198 47 8 2360 13 315 1695 52191 85138 284 220 20 198 22447 11 393 4444 8 284 220 20 13 17 198 18 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 17 198 2170 11 505 2631 13 315 85138 85138 284 220 1187 627 128001,255,0.023529411764705882,math_reasoning,projected_gsm8k_200,0.7,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_080,spec,0,gsm8k_proj_31,0,362 279 1176 279 3488 1176 7749 14351 5727 220 914 85138 627 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 791 11 1095 753 9855 279 2734 13861 311 4097 279 3575 264 2731 1376 627 10267 603 79164 279 2860 315 682 627 55915 11 279 284 743 359 85138 1252 92 323 426 284 314 1844 52191 11 3915 1440 4097 430 323 426 527 50917 29352 9885 287 11 439 55915 112 308 12264 102 426 284 220 198 7749 112 393 320 8 284 308 5462 8 284 220 15 13 17 198 11439 3844 12264 103 426 8 284 393 15 13 18 489 220 16 13 17 284 220 15 284 17 25800 220 15 13 17 198 220 15 13 1927 198 47 11 4444 8 284 220 16 198 55915 11 505 279 2728 2038 11 649 1518 430 72 13 220 13 315 1695 85138 284 220 914 198 47 11 393 320 101122 12264 103 426 8 284 220 16 1389 320 15 13 1927 198 220 15 13 1227 198 17 8 2360 13 315 3958 52191 85138 284 220 508 198 4516 11 393 4444 96206 284 220 15 13 17 198 47 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 2318 198 39 11 279 4495 13 315 1695 85138 284 220 1187 16853 128001,255,0.023529411764705882,math_reasoning,projected_gsm8k_200,0.7,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_070,spec,0,gsm8k_proj_31,0,362 2860 1935 279 3488 13 3947 14351 5727 220 914 85138 627 902 220 16 374 3958 13 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 10267 11 1095 603 3350 279 2734 36361 311 11886 279 2038 264 2731 11827 627 644 480 387 279 743 902 682 323 7184 11 584 11105 3958 359 85138 1252 11 323 426 284 314 1844 52191 11 7184 1205 1518 430 12264 426 527 50917 29352 9885 287 7437 627 39 112 308 12264 102 426 284 98975 198 45600 112 308 4444 8 284 220 4444 8 284 220 15 198 17 198 47 4444 12264 103 426 8 284 220 15 13 18 489 220 15 13 17 25173 220 15 13 2437 25800 220 15 13 17 284 220 15 13 1927 198 7184 11 3844 8 284 220 16 198 4516 11 584 650 7216 2038 11 649 1518 430 5454 13 220 13 315 1695 85138 284 220 914 198 17 11 584 6838 549 12264 102 426 96206 284 220 15 1389 220 15 13 1927 284 220 15 13 1227 198 8586 8 2360 13 315 1695 52191 85138 284 220 508 198 4516 11 393 4444 8 284 220 20 13 17 198 18 8 2360 13 315 3958 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 17 198 19 11 505 4495 13 315 1695 85138 374 220 1187 13 128001,255,0.023529411764705882,math_reasoning,projected_gsm8k_200,0.7,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_060,spec,0,gsm8k_proj_31,0,362 85138 3619 279 3488 15884 914 14351 5727 220 914 85138 4315 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 10267 11 279 753 11294 279 2734 13861 311 11886 279 3575 264 9302 1648 627 791 480 387 279 743 315 682 627 2729 584 279 374 314 359 85138 11717 534 284 426 284 314 1844 52191 534 12834 1440 1005 430 323 426 527 50917 40533 9885 287 7437 627 7184 112 362 12264 102 33 284 101989 198 791 112 362 4444 12264 284 220 5462 8 284 220 15 13 17 198 47 4444 12264 103 426 8 284 393 15 13 20 489 220 15 13 17 1389 220 15 198 2437 12264 220 15 13 17 284 220 15 13 1927 198 7184 584 3844 8 284 220 16 198 47 11 584 279 650 2038 11 1440 9539 430 64 13 362 13 315 1695 85138 284 220 914 198 17 11 393 4444 12264 12264 102 426 96206 284 220 1187 1389 393 15 13 1927 284 220 15 13 1227 198 47 8 2360 13 315 1695 52191 85138 284 220 20 198 4516 11 393 4444 8 284 220 15 13 17 198 22447 8 2360 13 315 3958 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 17 198 19 11 279 1396 13 315 1695 85138 527 220 1187 627 128001,255,0.023529411764705882,math_reasoning,projected_gsm8k_200,0.7,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_030,temp,0,gsm8k_proj_31,0,6914 279 9855 279 3488 1176 3947 14351 5727 220 914 85138 4315 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 10267 11 584 753 1505 264 2734 13861 311 3619 279 2038 264 2731 1648 627 8586 603 387 279 20789 315 682 304 22447 11 328 284 314 359 85138 1252 11 323 426 284 314 1844 52191 11 4516 1440 4097 430 323 426 527 85884 29352 9885 287 7437 627 4516 112 308 12264 102 426 284 101989 198 32 112 308 4444 8 284 220 5462 8 284 220 15 13 17 198 22447 4444 12264 103 426 8 284 220 15 13 17 489 220 15 13 17 284 220 15 284 15 25800 220 15 13 17 284 220 15 13 1927 198 47 11 3844 8 284 220 16 198 47 11 1095 279 2728 2038 11 649 1518 430 5454 13 220 13 315 1695 85138 284 220 914 198 17 11 393 6838 8 12264 102 426 96206 284 220 16 1389 220 15 13 1927 284 220 15 13 1227 198 17 8 2360 13 315 1695 52191 85138 284 220 20 198 4516 11 393 4444 8 284 220 15 13 17 198 18 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 17 198 19 11 584 4495 13 315 1695 85138 284 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,0.3,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_050,temp,0,gsm8k_proj_31,0,5742 279 2019 279 3488 1176 3947 14351 5727 220 914 85138 4315 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 22818 11 279 753 1427 264 2734 36361 311 3619 279 2038 279 2731 1648 627 7749 603 387 279 20789 315 2860 627 59836 11 328 284 314 2244 85138 1252 11 323 426 284 314 1844 52191 11 4516 1440 23846 430 323 426 527 75605 29352 9885 287 7437 627 4516 112 308 12264 102 426 284 101989 198 32 112 308 4444 8 284 220 5462 8 284 220 15 13 17 198 22447 4444 8 103 426 8 284 220 15 13 17 489 220 15 13 17 284 220 15 284 15 25800 220 15 13 17 284 220 15 13 1927 198 47 11 3844 8 284 220 16 198 39 11 1095 279 2728 3488 584 1205 1518 430 5454 13 220 13 315 1695 85138 284 220 914 198 17 11 584 6838 8 12264 102 426 96206 284 220 16 1389 320 15 13 1927 284 220 15 13 1227 198 17 8 2360 13 315 1695 52191 85138 284 220 508 198 4516 11 393 4444 8 284 220 15 13 17 198 18 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 2318 198 19 11 584 1396 13 315 1695 85138 284 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,0.5,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_070,temp,0,gsm8k_proj_31,0,1226 400 1817 279 3488 810 3947 3488 5727 220 914 85138 627 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 55915 11 279 603 1304 220 2734 36361 311 1505 279 828 5769 2731 1648 627 7749 603 387 279 20789 315 85138 627 72611 11 328 284 314 2244 85138 95588 92 323 426 284 314 1844 52191 11 3915 1440 23846 430 12264 426 527 53579 29352 9885 287 7437 627 2903 112 308 12264 102 426 284 101989 198 32 112 308 4444 8 284 220 5462 8 284 220 16 13 17 198 22447 4444 8 103 426 8 284 220 15 13 18 489 220 15 13 17 284 220 15 284 15 25800 220 15 13 17 284 220 15 13 1927 198 47 11 3844 8 284 220 16 198 39 11 2533 279 3485 4787 584 1505 1518 220 5454 13 393 13 315 1695 85138 284 220 972 198 17 11 2360 6838 8 12264 102 426 96206 284 220 16 1389 393 15 13 1927 284 220 15 13 1227 198 17 8 2360 13 315 1695 52191 85138 284 220 972 198 4516 11 393 4444 8 284 220 15 13 17 198 18 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 2318 198 19 11 584 1396 13 315 1695 85138 284 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_100,temp,0,gsm8k_proj_31,0,1226 603 1505 279 3488 1176 3947 2728 5727 220 914 85138 627 902 198 16 374 3958 11 220 508 4 527 653 52191 323 220 17 527 20897 198 279 2800 527 1695 627 55915 11 279 603 1176 198 2734 36361 311 1501 279 828 54243 2731 3645 627 7749 603 387 279 20789 315 85138 627 127587 11 328 284 314 2244 85138 95588 92 323 426 284 314 1844 52191 11 3915 4805 33356 505 12264 426 527 50917 29352 9885 287 7437 627 2903 112 308 549 102 426 284 101989 198 32 112 308 4444 8 284 220 5462 8 284 220 16 13 17 198 22447 5462 8 103 426 8 284 220 15 13 18 489 220 15 13 17 284 220 15 284 15 25800 220 15 13 17 284 220 15 13 1927 198 72 279 3844 8 284 393 16 320 39 555 7999 279 3488 11709 584 3619 1518 220 8586 13 400 13 315 1695 85138 284 220 1187 198 17 11 7104 6838 8 12264 102 426 96206 284 220 914 1389 393 15 13 1927 284 220 15 13 1227 198 47 8 2360 13 315 1695 52191 85138 284 220 1187 198 4516 11 393 4444 8 284 220 15 13 17 198 39 8 2052 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 2318 284 19 11 912 1396 13 315 19087 85138 284 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,1.0,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_150,temp,0,gsm8k_proj_31,0,1226 603 1505 420 3575 1176 4516 1396 5727 1063 914 2582 627 902 198 16 374 3958 11 602 508 4 527 653 52191 662 220 17 527 20897 11 279 2800 527 1695 627 55915 422 311 452 1176 11 2734 47287 512 656 420 627 72829 2731 3645 430 8300 480 4097 279 20789 315 20953 1778 127587 11 362 284 314 2244 85138 95588 335 612 682 1185 314 1844 52191 92 3112 23846 51187 1521 12264 426 527 50917 29352 9885 287 627 627 2181 112 308 323 102 426 284 98975 198 16 112 308 4444 8 284 220 5462 8 477 220 20 13 17 198 22447 23689 8 102 426 8 284 220 16 13 20 25800 220 15 13 17 284 220 15 510 15 12264 220 15 13 17 284 220 15 13 1272 198 438 393 3844 8 284 5742 16 12264 16 4128 19486 220 5224 15398 1193 15806 4097 198 10267 374 2052 315 315 1695 85138 198 1389 1419 304 791 11 19463 6838 328 612 102 426 96206 284 220 1187 1389 393 15 13 2137 284 220 1627 13 1227 284 791 8 2360 13 315 1695 52191 85138 284 220 1691 198 47 11 393 4444 8 284 220 15 13 17 198 2170 8 220 13 315 20897 489 28 220 17 198 4516 11 393 4444 8 284 220 15 13 2318 128001 19 11 1701 1396 13 315 85138 85138 284 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,1.5,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,A,spec,0,gsm8k_proj_32,0,4194 1442 279 220 605 93966 315 19087 7172 527 1403 45726 3090 11 1243 220 605 14 18 315 1884 220 605 93966 527 3090 13 2100 584 617 220 605 14 18 93966 315 3090 323 220 605 482 220 605 14 18 284 220 605 14 18 93966 315 2536 55051 304 279 220 605 93966 315 19087 7172 627 791 1890 374 837 369 279 78182 7172 11 3734 430 584 617 220 868 93966 315 78182 7172 430 527 2380 2269 333 17323 3090 11 779 220 24 14 20 93966 315 2536 55051 304 279 220 868 93966 315 78182 7172 627 791 220 605 93966 315 19087 7172 39897 832 7080 11 779 220 605 482 220 16 284 220 24 93966 315 19087 7172 527 2163 627 791 2860 8286 315 279 1403 21662 3871 374 220 1187 93966 11 779 584 617 220 24 93966 315 19087 7172 323 220 868 93966 315 78182 7172 627 791 2860 8286 315 3090 304 279 220 1187 93966 374 198 24 14 18 489 220 868 14 20 284 220 717 14 20 489 220 18 284 220 868 14 20 284 220 18 93966 627 791 2860 8286 315 2536 55051 304 279 220 1187 93966 374 198 7 24 482 220 24 14 18 8 489 320 868 482 220 868 14 20 8 284 220 972 14 18 489 220 966 14 20 284 220 21 489 220 21 284 220 717 93966 627 791 2860,256,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_12
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,0,gsm8k_proj_32,0,4194 1442 279 220 605 93966 315 19087 7172 527 1403 45726 3090 11 1243 220 605 14 18 315 1884 220 605 93966 527 3090 13 2100 584 617 220 605 14 18 93966 315 3090 323 220 605 482 220 605 14 18 284 220 605 14 18 93966 315 2536 55051 304 279 220 605 93966 315 19087 7172 627 791 1890 374 837 369 279 78182 7172 11 3734 430 584 617 220 868 93966 315 78182 7172 430 527 2380 2269 333 17323 3090 11 779 220 24 14 20 93966 315 2536 55051 304 279 220 868 93966 315 78182 7172 627 791 220 605 93966 315 19087 7172 39897 832 7080 11 779 220 605 482 220 16 284 220 24 93966 315 19087 7172 527 2163 627 791 2860 8286 315 279 1403 21662 3871 374 220 1187 93966 11 779 584 617 220 24 93966 315 19087 7172 323 220 868 93966 315 78182 7172 627 791 2860 8286 315 3090 304 279 220 1187 93966 374 198 24 14 18 489 220 868 14 20 284 220 717 14 20 489 220 18 284 220 868 14 20 284 220 18 93966 627 791 2860 8286 315 2536 55051 304 279 220 1187 93966 374 198 7 24 482 220 24 14 18 8 489 320 868 482 220 868 14 20 8 284 220 972 14 18 489 220 966 14 20 284 220 21 489 220 21 284 220 717 93966 627 791 2860,256,0.01953125,math_reasoning,projected_gsm8k_200,0.7,gsm8k_12
